img,truck_name
https://s3.amazonaws.com/nets213images/bui_s_1.jpg,bui
https://s3.amazonaws.com/nets213images/bui_s_2.jpg,bui
https://s3.amazonaws.com/nets213images/halal_1.jpg,halal
https://s3.amazonaws.com/nets213images/halal_2.jpg,halal
https://s3.amazonaws.com/nets213images/lovash.jpg,lovash
https://s3.amazonaws.com/nets213images/tacos_don_memo.jpg,tocos_don_memo
https://s3.amazonaws.com/nets213images/troy.jpg,troy
